地方卫视,#genre#
aMC 电影,http://170.254.18.106/AMC/index.m3u8
aMC 电影,http://170.254.18.106/AMC/mono.m3u8
aMC 电影,https://5def33c73f084e11a19ca77697d6b413.mediatailor.us-east-1.amazonaws.com/v1/master/44f73ba4d03e9607dcd9bebdcb8494d86964f1d8/Plex_AMCPresents/playlist.m3u8
AMC Thrillers 电影,https://436f59579436473e8168284cac5d725f.mediatailor.us-east-1.amazonaws.com/v1/master/44f73ba4d03e9607dcd9bebdcb8494d86964f1d8/Plex_RushByAMC/playlist.m3u8
American Classics 电影,https://dai2.xumo.com/amagi_hls_data_xumo1212A-redboxamericanclassics/CDN/playlist.m3u8
America's Dumbest Criminals,https://lnc-americas-dumbest-criminals.tubi.video/index.m3u8
Animal Planet,http://41.205.93.154/ANIMALPLANET/index.m3u8
Animal Planet 日本,http://cdns.jp-primehome.com:8000/zhongying/live/playlist.m3u8?cid=cs24
arirang Korea,http://amdlive.ctnd.com.edgesuite.net/arirang_1ch/smil:arirang_1ch.smil/playlist.m3u8
arirang Korea,http://amdlive.ctnd.com.edgesuite.net:80/arirang_1ch/smil:arirang_1ch.smil/chunklist_b2256000_sleng.m3u8
asiancrush 亚洲电影,https://amg01201-cinedigmenterta-asiancrush-cineverse-x701o.amagi.tv/playlist/amg01201-cinedigmenterta-asiancrush-cineverse/playlist.m3u8
astro AWANI 马来西亚,https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV27.m3u8
astro AWANI 马来西亚,https://d2idp3hzkhjpih.cloudfront.net/out/v1/4b85d9c2bf97413eb0c9fd875599b837/index.m3u8
astro OASIS,http://50.7.234.10:8278/Oasis/playlist.m3u8?tid=54899939&ct=18190&tsum=730b03822a8792082efdf2edb758e491
AXN,http://170.254.18.106/AXN/tracks-v2a1/mono.m3u8
AXS TV,https://dikcfc9915kp8.cloudfront.net/hls/1080p/playlist.m3u8
BBC America,http://208.86.19.13:81/34.stream/index.m3u8
BBC America,https://d2vnbkvjbims7j.cloudfront.net/containerA/LTN/playlist.m3u8
BBC Asia Pacific,http://cdns.jp-primehome.com:8000/zhongying/live/playlist.m3u8?cid=cs15
BBC Drama 法语,https://i.mjh.nz/SamsungTVPlus/FRBA1000008LK.m3u8
BBC news 英国,https://vs-hls-push-ww-live.akamaized.net/x=4/i=urn:bbc:pips:service:bbc_news_channel_hd/t=3840/v=pv14/b=5070016/main.m3u8
BBC news 英国,http://103.199.161.254/Content/bbcworld/Live/Channel(BBCworld)/index.m3u8
BBC Home 英国,https://d1wxiaxdr51kqy.cloudfront.net/v1/master/3722c60a815c199d9c0ef36c5b73da68a62b09d1/cc-perrpizm3ap26-prod/playlist.m3u8
BBC Travel 德语,https://i.mjh.nz/SamsungTVPlus/DEBA1000009TT.m3u8
BBC TWO 英国,http://41.205.93.154/BBCTWO/index.m3u8
beIN Sports 1 卡塔尔,https://ctrl.laotv.la/live/Bsport1/index.m3u8
beIN Sports XTRA 卡塔尔,https://lnc-bein.tubi.video/playlist.m3u8
beIN Sports XTRA 卡塔尔,https://i.mjh.nz/SamsungTVPlus/CABA8000043F.m3u8
BET 美国,http://170.254.18.106/BET/index.m3u8
BILLIARD TV 台球,https://d35j504z0x2vu2.cloudfront.net/v1/master/0bc8e8376bd8417a1b6761138aa41c26c7309312/billiard-tv/BILLIARDTV_SCTE.m3u8
Bloomberg 美国,https://4da261f13a2445c2a8fada9704df3e17.mediatailor.us-east-1.amazonaws.com/v1/master/44f73ba4d03e9607dcd9bebdcb8494d86964f1d8/Samsung-in_Bloomberg/playlist.m3u8
Bloomberg 美国,https://www.bloomberg.com/media-manifest/streams/phoenix-us.m3u8
Bloomberg 亚洲,https://www.bloomberg.com/media-manifest/streams/asia.m3u8
Bloomberg Originals,https://i.mjh.nz/SamsungTVPlus/GBBC900012J9.m3u8
Bollywood Classic,http://89.187.177.137:8081/BOLLYWOOD_CLASSIC/index.m3u8
Bollywood Classic,https://shls-live-ak.akamaized.net/out/v1/485100a2150e4f69a338a5c99ca5648e/index.m3u8
Boxing TV,https://1180885077.rsc.cdn77.org/HLS/BOXINGTV.m3u8
Bravo,http://170.254.18.106/BRAVO/index.m3u8
BRiDGE CLASSIC 音乐,http://stream01.vnet.am/BRIDGETVClassic/mono.m3u8

Cartoon Network,https://qp-pldt-live-grp-12-prod.akamaized.net/out/u/cartoonnetworkhd_dr.m3u8
CBC Comedy,https://i.mjh.nz/SamsungTVPlus/CABD1200043OK.m3u8
CBC News Explore,https://i.mjh.nz/SamsungTVPlus/CABC2300009KD.m3u8
CBN News 美国,https://bcovlive-a.akamaihd.net/re8d9f611ee4a490a9bb59e52db91414d/us-east-1/734546207001/playlist.m3u8
CBS 6,https://content.uplynk.com/channel/bba3e7da884a49bba96341ecf5128f0f.m3u8
CBS News 美国,https://cbsn-us.cbsnstream.cbsnews.com/out/v1/55a8648e8f134e82a470f83d562deeca/master.m3u8
CBS News 美国,http://cbsn-us.cbsnstream.cbsnews.com/out/v1/55a8648e8f134e82a470f83d562deeca/master_7.m3u8
CBS News 美国,https://dai.google.com/linear/hls/event/Sid4xiTQTkCT1SLu6rjUSQ/master.m3u8
CBS Mixible (ET),https://dai.google.com/linear/hls/event/xrVrJYTmTfitfXBQfeZByQ/master.m3u8
CBS Sports,https://dai.google.com/linear/hls/event/GxrCGmwST0ixsrc_QgB6qw/master.m3u8
CGTN 英语,https://news.cgtn.com/resource/live/english/cgtn-news.m3u8
CGTN 英语,https://live.cgtn.com/1000/prog_index.m3u8
CGTN 法语,https://news.cgtn.com/resource/live/french/cgtn-f.m3u8
CGTN 俄语,https://liveru.cgtn.com/1000r/prog_index.m3u8
CGTN 阿拉伯语,https://news.cgtn.com/resource/live/arabic/cgtn-a.m3u8
CGTN 西班牙语,https://news.cgtn.com/resource/live/espanol/cgtn-e.m3u8
CGTN Documentary 中国,http://[2409:8087:7000:20:1000::22]:6060/yinhe/2/ch00000090990000002905/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
CGTN Documentary 中国,http://110.72.79.92:808/hls/67/index.m3u8
CINEMAX 电影,http://170.254.18.106/CINEMAX/index.m3u8
CINEMAX 电影,https://qp-pldt-live-grp-01-prod.akamaized.net/out/u/cinemaxhd_qp.m3u8
CineWestern 意大利,https://i.mjh.nz/SamsungTVPlus/ITBB20000072M.m3u8
Classic Bollywood,https://shls-live-ak.akamaized.net/out/v1/485100a2150e4f69a338a5c99ca5648e/index.m3u8
CNA 新加坡,https://d2e1asnsl7br7b.cloudfront.net/7782e205e72f43aeb4a48ec97f66ebbe/index_5.m3u8
CNBC 美国,http://89.187.177.137/CNBCHD/index.m3u8?token=test
CNBC 美国,https://i.mjh.nz/SamsungTVPlus/ITBD3600002PA.m3u8
CNN 美国,https://cnn-cnninternational-1-eu.rakuten.wurl.tv/playlist.m3u8
CNN 美国,https://turnerlive.warnermediacdn.com/hls/live/586495/cnngo/cnn_slate/VIDEO_3_1464000.m3u8
CNN 美国,http://185.177.125.251:8080/cnn/index.m3u8
CNN 美国,https://i.mjh.nz/SamsungTVPlus/ITBD19000097D.m3u8
Comedy Central,http://170.254.18.106/COMEDY_CENTRAL/index.m3u8
Comedy & Shows 德语,https://i.mjh.nz/SamsungTVPlus/DEBC2200002E7.m3u8
Cooking Channel,http://170.254.18.106/COOKING/index.m3u8
Court TV,http://72.46.118.193/Court/index.m3u8
Discovery,http://170.254.18.106/DISCOVERY/index.m3u8
Disney Channel 日语,http://cdns.jp-primehome.com:8000/zhongying/live/playlist.m3u8?cid=bs24
Disney Junior 日语,http://cdns.jp-primehome.com:8000/zhongying/live/playlist.m3u8?cid=cs23
Divorce Court,https://44fbc29539b04817bbfc7e40a5b4a1ab.mediatailor.us-east-1.amazonaws.com/v1/master/82ded7a88773aef3d6dd1fedce15ba2d57eb6bca/wse_powr_com_5eb1e76d1474f9020c06f9ee/playlist.m3u8
DMAX 意,https://i.mjh.nz/SamsungTVPlus/ITBD4400001X5.m3u8
Documentary+,https://i.mjh.nz/SamsungTVPlus/CABC2300019UD.m3u8
DUBAI ONE,https://dminnvll.cdn.mangomolo.com/dubaione/smil:dubaione.stream.smil/chunklist_b1800000.m3u8
DUBAI ONE,http://dminnvll.cdn.mangomolo.com/dubaione/smil:dubaione.stream.smil/media.m3u8
DW 德国,https://dwamdstream102.akamaized.net/hls/live/2015525/dwstream102/stream05/streamPlaylist.m3u8
DW 德国,https://cs.ebmcdn.net/eastbay-live-hs-1/apt/mp4:apt-world/HasBahCa.m3u8
EDGE Sport,https://edgesport-rakuten-samsung.amagi.tv/playlist.m3u8
ESPN 体育频道 美国,http://143.244.60.30/ESPN/index.m3u8
euro news,https://i.mjh.nz/SamsungTVPlus/GBAJ4900020VP.m3u8
euro news,https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV37.m3u8
euro news,https://39997b2f529e4793961899e546833a75.mediatailor.us-east-1.amazonaws.com/v1/master/44f73ba4d03e9607dcd9bebdcb8494d86964f1d8/Samsung-es_EuroNewsLive/playlist.m3u8
euro news 法语,https://shls-live-ak.akamaized.net/out/v1/302a3ad418214d3f94460738a805b930/index.m3u8
euro news 意语,https://i.mjh.nz/SamsungTVPlus/ITAJ4500023ZX.m3u8
EUROSPORT,https://cdn-apse1-prod.tsv2.amagi.tv/linear/amg01448-samsungin-eurosportin-samsungin/playlist.m3u8
EUROSPORT,https://cdn-apse1-prod.tsv2.amagi.tv/linear/amg01448-samsungin-eurosporthdin-samsungin/playlist.m3u8
EUROSPORT 1,https://cdn-nvm-chicago.lolokoko.tv/eurosport1.stream/chunks.m3u8
EWTN 宗教,https://cdn3.wowza.com/1/QjRzVXJtVml5SUVx/WGJRSWxz/hls/live/playlist.m3u8
Family Gekijo 日本,http://cdns.jp-primehome.com:8000/zhongying/live/playlist.m3u8?cid=cs20
Fashion TV,https://fash2043.cloudycdn.services/slive/ftv_ftv_4k_hevc_73d_42080_default_466_hls.smil/playlist.m3u8
Fashion TV,https://fash1043.cloudycdn.services/slive/ftv_ftv_midnite_k1y_27049_midnite_secr_108_hls.smil/playlist.m3u8
Fashion TV Midnite,https://fash1043.cloudycdn.services/slive/ftv_ftv_midnite_k1y_27049_midnite_secr_108_hls.smil/chunklist_b3628000_t64MTA4MHA=.m3u8
FIFA+ 足球,https://i.mjh.nz/SamsungTVPlus/USBD12000255B.m3u8
FIFA+ 足球,https://i.mjh.nz/SamsungTVPlus/ITBD1000002HF.m3u8
Fight Network,https://d12a2vxqkkh1bo.cloudfront.net/hls/1080p/playlist.m3u8
FilmRise Action 电影,https://i.mjh.nz/SamsungTVPlus/CAAJ2700014EE.m3u8,
FilmRise Classic TV,https://i.mjh.nz/SamsungTVPlus/CAAJ2700008QA.m3u8
FilmRise Western 电影,https://i.mjh.nz/SamsungTVPlus/CAAJ27000159K.m3u8
Filmstream 电影,https://spi-filmstream-1-eu.rakuten.wurl.tv/playlist.m3u8
Fite TV,https://4d362f8e.wurl.com/U3BvcnRzVFZfUEZMTU1BX0hMUw/playlist.m3u8
Fox 5 New York,https://lnc-wnyw.tubi.video/index.m3u8
FOX Business 美国,http://41.205.93.154/FOXBUSINESS/index.m3u8
FOX EAST,http://143.244.60.30/FOX_EAST/index.m3u8
FOX Live Now 美国,https://fox-foxnewsnow-samsungus.amagi.tv/playlist.m3u8
FOX Live Now 美国,https://fox-foxnewsnow-samsungus.amagi.tv/playlist720p.m3u8
FRANCE 24,https://raw.githubusercontent.co,ChiSheng9/iptv/master/TV38.m3u8
FRANCE 24,https://i.mjh.nz/SamsungTVPlus/ITBD1100002WX.m3u8
FRANCE 24,https://i.mjh.nz/SamsungTVPlus/GBBD1100002L5.m3u8
fubo SPORTS 美国,https://dai2-xumo.fubo.tv/amagi_hls_data_xumo1212A-fubo/CDN/master.m3u8
fubo SPORTS 美国,http://cdnmax.pro/live/S45C43U81V36R5/5ZS04ERNG2DCVPWG/96261.m3u8
GBNEWS,https://i.mjh.nz/SamsungTVPlus/GBBB1600008R3.m3u8
GCTV (Global Champion TV),https://i.mjh.nz/SamsungTVPlus/ITBD3600001Z9.m3u8
Global NEWS 加拿大,https://live.corusdigitaldev.com/groupa/live/48a5882b-a1ec-42d7-bfd7-6c2739e737da/live.isml/.m3u8
GREAT action,http://185.19.191.2:8090/GreatAction/index.m3u8
GREATmovies,https://i.mjh.nz/SamsungTVPlus/GBBC900007Q5.m3u8
HBO,https://z88.ubtvfans.com/live/rx1/332/e5efbdc49c26d46e0559df52a8a03d19/index.m3u8
HBO,http://190.171.101.36/HBO/tracks-v4a1/mono.m3u8
HBO,http://190.171.101.36/HBO/index.m3u8
HBO,http://41.205.93.154/HBO/index.m3u8
HBO+,http://170.254.18.106/HBO_PLUS/index.m3u8
HBO EXTREME,http://170.254.18.106/HBO_XTREME/index.m3u8
HBO family,http://170.254.18.106:80/HBO_FAMILY/index.m3u8
HBO HD,https://edge1.laotv.la/live/HBO/index.m3u8
HBO MUNDI,http://170.254.18.106:80/HBO_MUNDI/mono.m3u8
HBO Signature,http://170.254.18.106/HBO_SIG/index.m3u8
HBO Signature,https://qp-pldt-live-grp-01-prod.akamaized.net/out/u/hbosighd_qp.m3u8
HBO2,http://170.254.18.106/HBO2/index.m3u8
HBO2,http://66.165.240.154:8080/live/2mghbo02/hls.m3u8
HBO PLUS,http://170.254.18.106/HBO_PLUS/index.m3u8
HGTV,http://170.254.18.106/HGTV/index.m3u8
HGTV,http://143.244.60.97/HGTV/index.m3u8
HGTV,https://raw.githubusercontent.com/mimipipi22/lalajo/main/hgtv.m3u8
HGTV 意大利,https://i.mjh.nz/SamsungTVPlus/ITBD44000056I.m3u8
History,http://170.254.18.106/HISTORY/index.m3u8
History,http://41.205.93.154/HISTORY/index.m3u8
History Hit,https://i.mjh.nz/SamsungTVPlus/GBBA2200005ZA.m3u8
Horror Machine,https://d35j504z0x2vu2.cloudfront.net/v1/master/0bc8e8376bd8417a1b6761138aa41c26c7309312/horrormachine/playlist.m3u8
Hunt Channel,https://1111296894.rsc.cdn77.org/LS-ATL-56868-1/tracks-v1a1/mono.m3u8
INDIA TODAY,https://feeds.intoday.in/hltapps/api/master.m3u8
INDIA TODAY,https://indiatodaylive.akamaized.net/hls/live/2014320/indiatoday/indiatodaylive/playlist.m3u8
Inside Crime,https://i.mjh.nz/SamsungTVPlus/GBBD500002R4.m3u8
INSP,http://143.244.60.30/INSP/index.m3u8
Just For Laughs Gags,https://i.mjh.nz/SamsungTVPlus/ITBD600002HT.m3u8
K+ 韩国,http://210.210.155.35/uq2663/h/h08/index.m3u8
Kayo Pops 日本流行音乐,http://cdns.jp-primehome.com:8000/zhongying/live/playlist.m3u8?cid=cs13
KBS 韩国,https://i.mjh.nz/SamsungTVPlus/KR7000023Z.m3u8
KBS WORLD 韩国,https://ctrl.laotv.la/live/KBS/index.m3u8
KBS WORLD 韩国,https://kbsworld-ott.akamaized.net/hls/live/2002341/kbsworld/master.m3u8
KBS WORLD 韩国,https://wms4-kortv.akamaized.net/a_live/63719963/smil:20ch011.smil/playlist.m3u8
Kids TV,https://jansonmedia-kidstv-1-us.xiaomi.wurl.tv/playlist.m3u8
KMTV 3 News Now OMAHA,https://content.uplynk.com/channel/328d1434fb51476cb6567c74d5b2cc70.m3u8
Kordia TV 音乐,https://ptvlive.kordia.net.nz/out/v1/3fc2254c865a457c8d7fbbce227a2aae/index.m3u8
Korean TV,https://d18izuz3xw10qm.cloudfront.net/v1/master/3722c60a815c199d9c0ef36c5b73da68a62b09d1/cc-7d2zn3pthct37-ssai-prd/68bf80a2_aec4_494d_b2ef_63779ed40809/hls/playlist.m3u8
Law & Crime,https://dai.google.com/linear/hls/event/3w3PsYzZQzS8lyRfi7e4mQ/master.m3u8
Love Nature,http://143.244.60.30/LOVE_NATURE/index.m3u8
Love ThePlanet,https://i.mjh.nz/SamsungTVPlus/GBBD500001F5.m3u8
M2o 音乐,https://streamcdnb2-4c4b867c89244861ac216426883d1ad0.msvdn.net:443/live/S62628868/uhdWBlkC1AoO/chunklist_b2428000.m3u8
Masterchef UK,https://i.mjh.nz/SamsungTVPlus/GBBD25000019N.m3u8
MBC 韩国,https://5ee9633b25727.streamlock.net/jmbc_tv/_definst_/jmbc_tv.stream/chunklist_w1081597033.m3u8
MBC Action,http://213.254.12.7/mbcaction/index.m3u8
MBC MAX,http://213.254.12.7/mbcmax/index.m3u8
mix fm 音乐,http://strm.mixlive.eu/mixfm/tracks-v3a1/mono.m3u8
MOTO AMERICA TV,https://1422977263.rsc.cdn77.org/HLS/MOTOAMERICA_SCTE_Max.m3u8
Movie Plus 日本,http://cdns.jp-primehome.com:8000/zhongying/live/playlist.m3u8?cid=cs14
MOVIE SPHERE,https://moviesphereuk-samsunguk.amagi.tv/playlist.m3u8
MOVIE SPHERE,https://i.mjh.nz/SamsungTVPlus/GBBA33000557H.m3u8
Mr. Bean,http://51.159.104.29:8080/mrbean/index.m3u8
MTV,http://170.254.18.106/MTV/index.m3u8
MTV Hits,http://45.88.92.3/tr3_MTVHits_SD/index.m3u8?token=test
MTV Japan,http://cdns.jp-primehome.com:8000/zhongying/live/playlist.m3u8?cid=cs18
Music+,https://hugh.cdn.rumble.cloud/live/3fms19g4/slot-129/fpd5-jyun_1080p/chunklist_DVR.m3u8
MUTV 曼联足球俱乐部,https://bcovlive-a.akamaihd.net/r2d2c4ca5bf57456fb1d16255c1a535c8/eu-west-1/eu-west-1/6058004203001/profile_0/chunklist.m3u8
My Cinema Asia,http://210.210.155.37/uq2663/h/h193/index.m3u8
My Cinema Europe,http://210.210.155.37/uq2663/h/h18/01.m3u8
My Family Channel,http://210.210.155.37/uq2663/h/h194/index.m3u8
My Time Movie Network,https://mytime-tcl.amagi.tv/playlist288-p.m3u8
My Time Movie Network,https://mytime-tcl.amagi.tv/playlist1080-p.m3u8
NASA TV 1 美国,https://ntv1.akamaized.net/hls/live/2014075/NASA-NTV1-HLS/master.m3u8
NASA TV 1 美国,https://ntv1.akamaized.net/hls/live/2014075/NASA-NTV1-HLS/master_2000.m3u8
Nat Geo Wild 国家地理野生,http://50.7.137.106:8080/NAT_GEO_WILD/mono.m3u8
Nature Time,https://shls-live-ak.akamaized.net/out/v1/b06a89a463764d3688cda337d40dc5bf/index.m3u8
NBC,http://41.205.93.154/NBC/index.m3u8
NBC Chicago,https://nbculocalfast.akamaized.net/hls/live/2096797/nbcchicago/master.m3u8
NBC EAST,http://143.244.60.30/NBC_EAST/index.m3u8
NBC Home,https://nbculocallive.akamaized.net/hls/live/2037096/lx/use1.m3u8
